,sentence,pos,language,switch
76,entonces me interesa que gane para que pueda seguir manteniendo su oficina .,adv pro:obj v pro:rel v prep prep imp inf ger det:pos n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
77,desafortunadamente republicano .,adv:adj adj .,ESP ESP,0
78,no .,adv .,ESP,0
79,no yo con los republicanos no voy .,adv pro:sub prep det:art adj adv v .,ESP ESP ESP ESP ESP ESP ESP,0
80,no voy ni a misa .,adv v coord aprep n .,ESP ESP ESP ESP ESP,0
81,ni a misa voy con los republicanos .,coord aprep n v prep det:art adj .,ESP ESP ESP ESP ESP ESP ESP,0
82,bueno entonces eso fue lo que pasó .,co co pro:dem cop pro:obj pro:rel v .,ESP ESP ESP ESP ESP ESP ESP,0
83,tú no viste lo que Correa le hizo Uribe ?,pro:sub adv v pro:obj pro:rel n:prop pro:ind v n:prop ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
84,se levantó .,pro:refl v .,ESP ESP,0
85,prácticamente lo dejó con la boca abierta .,adv:adj pro:obj v prep det:art n part .,ESP ESP ESP ESP ESP ESP ESP,0
86,.,None,,0
87,"y el señor Uribe para mí un señor le dijo ""/.","coord det:art co:voc n:prop prep pro:prep det:art n pro:ind v +""/.",ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
88,no .,adv .,ESP,0
89,si el presidente del Ecuador no está enfrente mío no voy a decir absolutamente nada .,conj det:art n prep n:prop adv cop adv pro:pos adv v aprep inf adv:adj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
90,y lo esperó .,coord pro:obj v .,ESP ESP ESP,0
91,y lo esperó .,coord pro:obj v .,ESP ESP ESP,0
92,y cuando Correa se sentó Uribe habló .,coord conj n:prop pro:refl v n:prop v .,ESP ESP ESP ESP ESP ESP ESP,0
93,y Uribe fue un caballero porque cuando este el de República_Dominicana le pidió que por favor pues trataran de llegar a un consenso Uribe fue quien se levantó y le dio la mano a tu presidente Correa .,coord n:prop v det:art n conj conj imp det:art prep n:prop pro:ind v pro:rel prep n conj v prep inf aprep det:art n n:prop v pro:rel pro:refl v coord pro:ind v det:art n aprep det:pos n n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
94,mhm .,co .,ESP,0
95,es más presidente tuyo que mío .,cop adv n pro:pos prep pro:pos .,ESP ESP ESP ESP ESP ESP,0
96,no hermana yo considero que ese no es mi línea en el país .,adv n pro:sub v pro:rel det:dem adv cop det:pos n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
97,y tú sabes lo que hizo con el asunto de las herencias ?,coord pro:sub v pro:obj pro:rel v prep det:art n prep det:art n ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
98,no .,adv .,ESP,0
99,tú tienes un problemita también ahí .,pro:sub v det:art n adv adv .,ESP ESP ESP ESP ESP ESP,0
100,por qué ?,prep pro:int ?,ESP ESP,0
101,está aplicando un porcentaje un impuesto del treinta y cinco por ciento .,aux ger det:art n det:art n prep det:num coord det:num prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
102,sí ?,co ?,ESP,0
103,de herencias .,prep n .,ESP ESP,0
104,por ejemplo God forbid something happen to your mom .,prep n n:prop:L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ENG ENG ENG ENG ENG ENG,1
105,mhm .,co .,ESP,0
106,y tú tienes por ejemplo digamos ciento cincuenta mil en bienes .,coord pro:sub v prep n v n det:num det:num prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
107,aquí o allá ?,adv coord adv ?,ESP ESP ESP,0
108,allá porque tú tienes que heredarlos allá .,adv conj pro:sub v pro:rel inf adv .,ESP ESP ESP ESP ESP ESP ESP,0
109,okay .,co .,ESP,0
110,oh claro .,co co .,ESP ESP,0
111,antes de tú recibirlos tienes que pagarle al gobierno el treinta y cinco por ciento .,adv prep pro:sub inf v pro:rel inf aprep n det:art det:num coord det:num prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
112,se lo coge el gobierno .,pro:refl pro:obj v det:art n .,ESP ESP ESP ESP ESP,0
113,why ?,adv:wh ?,ESP,0
114,porque ese es un impuesto que el señor Correa le ha puesto a los pelucones .,conj det:dem cop det:art n pro:rel det:art co:voc n:prop pro:ind aux part aprep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
115,y qué es ?,coord pro:int cop ?,ESP ESP ESP,0
116,y te consideras pelucona porque tienes una herencia de más de ciento cincuenta mil dólares .,coord pro:obj v n conj v det:art n prep adv prep n det:num det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
117,so si lo queremos interpretar cuál sería el income limit para hacer considered ?,L2 conj pro:obj v inf pro:int cop det:art L2 L2 prep inf L2 ?,ENG ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP ESP ENG,1
118,ciento cincuenta mil a doscientos mil .,n det:num det:num aprep det:num det:num .,ESP ESP ESP ESP ESP ESP,0
119,y ya eres pelucona ?,coord adv cop n ?,ESP ESP ESP ESP,0
120,si es menos ...,conj cop adv +...,ESP ESP ESP,0
121,it's just menos de eso no hay problemas .,L2 L2 adv prep pro:dem adv v n .,ENG ENG ESP ESP ESP ESP ESP ESP,1
122,puedes recibir la herencia .,v inf det:art n .,ESP ESP ESP ESP,0
123,pero si tienes un dólar más de eso antes estaba aplicando el setenta por ciento .,conj conj v det:art n adv prep pro:dem adv aux ger det:art det:num prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
124,y todo el mundo prácticamente se puso en contra .,coord det:indef det:art n adv:adj pro:refl v prep co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
125,.,None,,0
126,y supuestamente bajó al treinta y cinco por ciento .,coord adv:adj v aprep det:num coord det:num prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
127,pero todo es por la gente de dinero .,conj det:indef cop prep det:art n prep n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
128,eso me lo dijo María .,pro:dem pro:obj pro:obj v n:prop .,ESP ESP ESP ESP ESP,0
129,pero .,conj .,ESP,0
130,pero todavía no es ...,conj adv adv cop +...,ESP ESP ESP ESP,0
131,no ya está aprobado .,adv adv cop part .,ESP ESP ESP ESP,0
132,.,None,,0
133,señorita está aprobado así que póngase pilas .,co:voc aux part adv prep imp n .,ESP ESP ESP ESP ESP ESP ESP,0
134,wow .,co .,ESP,0
135,póngase pilas porque la cosa está seria .,imp n conj pro:obj v cop adj .,ESP ESP ESP ESP ESP ESP ESP,0
136,estaba hablando con mi hermano también .,aux ger prep det:pos n adv .,ESP ESP ESP ESP ESP ESP,0
137,y también que le quería comentar eso a mi tía Carla por los muchachos .,coord adv pro:rel pro:ind v inf pro:dem aprep det:pos n n:prop prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
138,sobre todo ella que tiene muchos millones en propiedades en Ecuador .,prep det:indef pro:sub pro:rel v det:indef n prep n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
139,el edificio hermana que yo creo que tiene un buen valor .,det:art n n pro:rel pro:sub v pro:rel v det:art adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
140,en el edificio .,prep det:art n .,ESP ESP ESP,0
141,y es treinta y cinco por ciento estamos hablando de un buen billete hermana .,coord cop det:num coord det:num prep n aux ger prep det:art adj n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
142,estamos hablando de cuánto en doscientos mil ?,aux ger prep det:int prep det:num det:num ?,ESP ESP ESP ESP ESP ESP ESP,0
143,estamos hablando de cuarenta ?,aux ger prep det:num ?,ESP ESP ESP ESP,0
144,un poquito más sesenta .,det:art pro:indef adv det:num .,ESP ESP ESP ESP,0
145,ciento cincuenta mil el diez por ciento son quince .,n det:num det:num det:art det:num prep n cop det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
146,son quince y quince cuarenta cinco cincuenta como cincuenta mil .,cop det:num coord det:num det:num det:num det:num adv det:num det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
147,el veinte son treinta .,det:art det:num cop det:num .,ESP ESP ESP ESP,0
148,oh no !,co adv !,ESP ESP,0
149,es mucho dinero .,cop adv n .,ESP ESP ESP,0
150,y tú sabes lo que a mí me dijo Clara prácticamente me dio ese advice que se están haciendo como una especie de inmobiliaria todo lo que son los bienes .,coord pro:sub v pro:obj pro:rel aprep pro:prep pro:obj v n:prop adv:adj pro:obj v det:dem L2 pro:rel pro:refl aux ger adv pro:dem n prep n det:indef pro:obj pro:rel cop det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
151,como aquí un incorporated .,adv adv det:art L2 .,ESP ESP ESP ENG,1
152,exactly .,adv .,ESP,0
153,that's the best thing to deal with that .,pro:dem det adj n prep n prep pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP,0
154,that's the way you do it here .,pro:dem det n pro v pro adv .,ESP ESP ESP ESP ESP ESP ESP,0
155,ya .,adv .,ESP,0
156,in order to pay less taxes that I didn't know what I'm gonna do is tú puedes ser por decirte Ana López incorporated .,L2 L2 L2 L2 L2 L2 L2 n:prop:L2 L2 L2 L2 n:prop:L2 L2 L2 L2 pro:sub v inf prep inf n:prop n:prop L2 .,ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ESP ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ENG,1
157,y pagas el cincuenta por ciento de los impuestos .,coord v det:art det:num prep n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
158,en vez de pagar lo que uno paga normalmente .,prep n prep inf pro:obj prep pro:dem v adv:adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
159,coño que me sacan bastante .,co pro:rel pro:obj v adv .,ESP ESP ESP ESP ESP,0
160,I know .,pro:sub v .,ESP ESP,0
161,me sacan bastante esos hijos de su madre .,pro:obj v adv det:dem n prep det:pos n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
162,so that's the best way to go about it .,co pro:dem det adj n inf v prep pro .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
163,you incorporate yourself as a person as your whole name .,pro v pro:refl prep det n prep pro:poss:det n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
164,even though you have a W_two and you're working like an employee ?,adv adv pro v det n:prop conj pro part co det n ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
165,no no no that's in the case that you have a business .,adv adv adv L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
166,that's in case like if you have a business .,pro:dem adv n prep conj pro v det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
167,and you're taking tax writeoff .,conj pro part n n .,ESP ESP ESP ESP ESP,0
168,yeah okay .,co co .,ESP ESP,0
169,like not W_two .,co neg n:prop .,ESP ESP ESP,0
170,yeah but por ejemplo for example María .,L2 L2 prep n L2 L2 n:prop .,ENG ENG ESP ESP ENG ENG ESP,1
171,she can do it .,pro:sub mod v pro .,ESP ESP ESP ESP,0
172,I don't know about her .,pro:sub mod v prep pro:obj .,ESP ESP ESP ESP ESP,0
173,if she wants .,conj pro:sub v .,ESP ESP ESP,0
174,con los extranjeros si no te podría decir .,prep det:art n conj adv pro:obj v inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
175,because in this year when we made the taxes for her she have a ...,conj prep det n conj pro:sub v det n prep pro:obj pro:sub v det +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
176,she has to pay ?,pro:sub aux inf v ?,ESP ESP ESP ESP,0
177,she have a nine thousands //.,pro:sub v det det:num det:num +//.,ESP ESP ESP ESP ESP,0
178,cómo se dice la palabra en English ?,pro:int pro:refl v det:art n prep n:prop:L2 ?,ESP ESP ESP ESP ESP ESP ESP,0
179,cuál ?,pro:int ?,ESP,0
180,en contra .,prep co .,ESP ESP,0
181,negative .,adj .,ESP,0
182,a negative .,aprep L2 .,ESP ENG,1
183,nine thousands five hundred something .,det:num det:num det:num det:num pro:indef .,ESP ESP ESP ESP ESP,0
184,so good she doesn't have to pay .,adv adj pro:sub mod v inf v .,ESP ESP ESP ESP ESP ESP ESP,0
185,no that's good for her para /.,L2 L2 L2 L2 L2 imp +/.,ENG ENG ENG ENG ENG ESP,1
186,she has lost a lot of equity .,pro:sub aux part det n prep n .,ESP ESP ESP ESP ESP ESP ESP,0
187,I was looking into the community where she bought .,pro:sub aux part prep det n rel pro:sub v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
188,ajá .,co .,ESP,0
189,what does she have a three two or two two ?,pro:wh v pro:sub v det det:num det:num coord det:num det:num ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
190,three .,det:num .,ESP,0
191,three two .,det:num det:num .,ESP ESP,0
192,I think she paid like three hundred thousand .,pro:sub v pro:sub v prep det:num det:num det:num .,ESP ESP ESP ESP ESP ESP ESP ESP,0
193,and I think know if she's lucky /.,conj pro:sub v v conj pro:sub adj +/.,ESP ESP ESP ESP ESP ESP ESP,0
194,two forty .,det:num det:num .,ESP ESP,0
195,between two forty and two sixty .,prep det:num det:num coord det:num det:num .,ESP ESP ESP ESP ESP ESP,0
196,yeah I know .,co pro:sub v .,ESP ESP ESP,0
197,I know that .,pro:sub v pro:dem .,ESP ESP ESP,0
198,I know that .,pro:sub v pro:dem .,ESP ESP ESP,0
199,I'm //.,pro:sub +//.,ESP,0
200,I know it's bad .,pro:sub v pro adj .,ESP ESP ESP ESP,0
201,for her because she tried .,prep pro:obj conj pro:sub v .,ESP ESP ESP ESP ESP,0
202,sad .,adj .,ESP,0
203,but I give it to her the advise to waiting one more year to see what happens .,conj pro:sub v pro prep pro:obj det v prep n:gerund det:num qn n inf v pro:wh v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
204,she has to wait at least two more years .,pro:sub aux inf v prep n det:num adv n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
205,mírala .,imp .,ESP,0
206,yeah but I don't supposed to tell her that her husband .,co conj pro:sub mod v inf v pro:obj rel pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
207,oh did you see the listing I sent you ?,co mod pro v det part pro:sub v pro ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
208,yeah .,co .,ESP,0
209,yeah but tú sabes qué ?,L2 L2 pro:sub v pro:int ?,ENG ENG ESP ESP ESP,1
210,el problema de aquí que no me gustan son los taxes is too high .,det:art n prep adv pro:rel adv pro:obj v cop det:art L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG,1
211,Miramar is too high .,n:prop L2 L2 L2 .,ESP ENG ENG ENG,1
212,I see .,pro:sub v .,ESP ESP,0
213,is too high .,cop adv adv .,ESP ESP ESP,0
214,I thinking maybe I don't know un poquito más arriba .,n:prop:L2 L2 L2 n:prop:L2 L2 L2 det:art pro:indef adv adv .,ESP ENG ENG ESP ENG ENG ESP ESP ESP ESP,1
215,siempre por lo general el impuesto es del dos por ciento .,adv prep pro:obj adj det:art n cop prep det:num prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
216,por decirte si te compras ciento cuarenta son dos mil ochocientos menos el home exemption unos dos mil cuatrocientos dos mil trescientos .,prep inf conj pro:obj v n det:num cop det:num det:num det:num adv det:art L2 L2 pro:dem det:num det:num det:num det:num det:num det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP,1
217,son doscientos dólares en taxes mensuales .,cop det:num n prep L2 adj .,ESP ESP ESP ESP ENG ESP,1
218,yeah but when you try to find out the how much you are supposed to pay for the homeowners insurance insurance .,co conj conj pro v inf v prep det adv qn pro aux v inf v prep det n n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
219,bueno un condo y todo eso ya viene incluida la asociación .,co det:art n coord det:indef pro:dem adv v part det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
220,yeah I know .,co pro:sub v .,ESP ESP ESP,0
221,no es aparte .,adv cop adv .,ESP ESP ESP,0
222,I know but de todas maneras /.,n:prop:L2 L2 L2 prep det:indef n +/.,ESP ENG ENG ESP ESP ESP,1
223,es fácil .,cop adj .,ESP ESP,0
224,entre taxes y homeowners a lo que sea tu mortgage agrégale trescientos o cuatrocientos dólares facilito .,prep L2 coord L2 aprep pro:obj pro:rel cop det:pos L2 imp det:num coord det:num n adj .,ESP ENG ESP ENG ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP,1
225,que es el homeowners insurance y todo .,pro:rel cop det:art L2 L2 coord pro:indef .,ESP ESP ESP ENG ENG ESP ESP,1
226,pero eso añadido a todo .,conj pro:dem part aprep det:indef .,ESP ESP ESP ESP ESP,0
227,do you know how much they pay just for the ?,mod pro v adv:wh adv pro:sub v adv prep det ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
228,they paying //.,pro:sub part +//.,ESP ESP,0
229,assessment .,n .,ESP,0
230,even they no paying ?,v pro:sub co part ?,ESP ESP ESP ESP,0
231,November two thousand six ?,n:prop det:num det:num det:num ?,ESP ESP ESP ESP,0
232,how much ?,adv:wh qn ?,ESP ESP,0
