,sentence,pos,language,switch
170,bikes parking bikes from that time in the morning .,n part n prep det:dem n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
171,and then we parked them .,coord adv:tem pro:sub v pro:obj .,ENG ENG ENG ENG ENG,0
172,and then once that we parked all the bikes then we //.,coord adv:tem adv pro:rel pro:sub v qn det:art n adv:tem pro:sub +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
173,then all the bikes left .,adv:tem qn det:art n v .,ENG ENG ENG ENG ENG,0
174,had to leave .,v inf v .,ENG ENG ENG,0
175,and then that everybody left .,coord adv:tem comp pro:indef v .,ENG ENG ENG ENG ENG,0
176,then we were allowed to leave .,adv:tem pro:sub aux part inf v .,ENG ENG ENG ENG ENG ENG,0
177,yeah well we were the last ones because we were the first ones in and were the last ones out .,co adv pro:sub cop det:art adj det:num conj pro:sub cop det:art adj det:num adv coord cop det:art adj det:num adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
178,we were the last ones so imagine that what about ...,pro:sub cop det:art n det:num adv v pro:dem pro:int adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
179,how many bikes ?,pro:int qn n ?,ENG ENG ENG,0
180,well it was about they estimated forty thousand bikes .,co pro:per cop adv pro:sub v det:num det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
181,forty thousand bikes .,det:num det:num n .,ENG ENG ENG,0
182,that's a lot of bikes .,pro:dem det:art n prep n .,ENG ENG ENG ENG ENG,0
183,I never seen so many .,pro:sub adv part adv qn .,ENG ENG ENG ENG ENG,0
184,I have never seen so many bikes in my life .,pro:sub v adv part adv qn n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
185,it's really nice .,pro:per adv adj .,ENG ENG ENG,0
186,it's a lot of fun .,pro:per det:art n prep n .,ENG ENG ENG ENG ENG,0
187,it is a lot of fun .,pro:per cop det:art n prep n .,ENG ENG ENG ENG ENG ENG,0
188,we have a lot of fun .,pro:sub v det:art n prep n .,ENG ENG ENG ENG ENG ENG,0
189,it's tiring sometimes .,pro:per part adv .,ENG ENG ENG,0
190,but it's a lot of fun .,conj pro:per det:art n prep n .,ENG ENG ENG ENG ENG ENG,0
191,I don't like ...,pro:sub mod co +...,ENG ENG ENG,0
192,.,None,,0
193,"eh she's always complaining que "".","co pro:sub adv part L2 +"".",ENG ENG ENG ENG ESP,1
194,tú siempre quieres estar en el club .,pro:sub adv v inf prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
195,no quieres ir a ningún lugar más .,adv v inf aprep det:indef n adv .,ENG ENG ENG ENG ENG ENG ENG,0
196,"no quieres ask "".","L2 L2 v +"".",ESP ESP ENG,1
197,we having fun ?,pro:sub part n ?,ENG ENG ENG,0
198,every time we go .,qn n pro:sub v .,ENG ENG ENG ENG,0
199,every Friday .,qn n:prop .,ENG ENG,0
200,every Friday we get reunited over there .,qn n:prop pro:sub v re#part prep n .,ENG ENG ENG ENG ENG ENG ENG,0
201,we go on Fridays .,pro:sub v prep n:prop .,ENG ENG ENG ENG,0
202,ella se pone se pone mala toda la noche .,pro:sub pro:refl v pro:refl v adj det:indef det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
203,they send food .,pro:sub v n .,ENG ENG ENG,0
204,on and Friday night you get to eat una completa .,adv coord n:prop n pro:per v inf v L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP,1
205,they send food .,pro:sub v n .,ENG ENG ENG,0
206,they send drinks .,pro:sub v n .,ENG ENG ENG,0
207,you get to eat what you like for six dollars .,pro:per v inf v pro:int pro:per co prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
208,so you're complete for six dollars .,adv pro:per adj prep det:num n .,ENG ENG ENG ENG ENG ENG,0
209,not bad at all .,neg adj prep pro:indef .,ENG ENG ENG ENG,0
210,con muchas las veces con dessert .,L2 L2 L2 L2 L2 n .,ESP ESP ESP ESP ESP ENG,1
211,and sometimes they have the desserts .,coord adv pro:sub v det:art n .,ENG ENG ENG ENG ENG ENG,0
212,I do the Cuban coffee I sell it for twenty five cents a little cup .,pro:sub v det:art n:prop n pro:sub v pro:per prep det:num det:num n det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
213,te compras a bottled water ...,L2 L2 det:art part n +...,ESP ESP ENG ENG ENG,1
214,yeah that's what she likes .,co pro:dem pro:int pro:sub v .,ENG ENG ENG ENG ENG,0
215,that's her favorite part making coffee .,pro:dem det:poss adj n part n .,ENG ENG ENG ENG ENG ENG,0
216,making coffee ?,part n ?,ENG ENG,0
217,I love Cuban coffee .,pro:sub v n:prop n .,ENG ENG ENG ENG,0
218,yeah yeah .,co co .,ENG ENG,0
219,yeah .,co .,ENG,0
220,we go there every Friday .,pro:sub v adv qn n:prop .,ENG ENG ENG ENG ENG,0
221,and ...,coord +...,ENG,0
222,every Friday we go .,qn n:prop pro:sub v .,ENG ENG ENG ENG,0
223,and then they have karaoke .,coord adv:tem pro:sub v n .,ENG ENG ENG ENG ENG,0
224,and we have an excellent time .,coord pro:sub v det:art adj n .,ENG ENG ENG ENG ENG ENG,0
225,they have karaoke .,pro:sub v n .,ENG ENG ENG,0
226,se ponen en the attorney del club .,L2 L2 L2 det:art n L2 n .,ESP ESP ESP ENG ENG ESP ENG,1
227,I guess he's not the attorney .,pro:sub v pro:sub neg det:art n .,ENG ENG ENG ENG ENG ENG,0
228,but he's an attorney .,conj pro:sub det:art n .,ENG ENG ENG ENG,0
229,so they use him for stuff in the club .,co pro:sub v pro:obj prep n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
230,he he has an I_Pod with eighty gigs of music .,pro:sub pro:sub v det:art n:prop prep det:num n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
231,okay so he's got /.,co adv pro:sub part +/.,ENG ENG ENG ENG,0
232,.,None,,0
233,llenito .,adj .,ENG,0
234,completely full .,adv adj .,ENG ENG,0
235,all video for karaoke and all kinds of songs .,qn n prep n coord qn n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
236,all videos karaokes and the music .,qn n n coord det:art n .,ENG ENG ENG ENG ENG ENG,0
237,all type of songs .,qn n prep n .,ENG ENG ENG ENG,0
238,and all he does is he hooks it up to the t_v .,coord pro:indef pro:sub v cop pro:sub v pro:per adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
239,and then and when we get there sometimes he'll just put music just different kinds of music .,coord adv:tem coord conj pro:sub v adv adv pro:sub adv v n adv adj n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
240,and then after ten we put the volume up on the the system del club .,coord adv:tem prep det:num pro:sub v det:art n adv prep det:art det:art n L2 n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG,1
241,"because a lot of people complain "".","conj det:art n prep n v +"".",ENG ENG ENG ENG ENG ENG,0
242,ah you can't have the loud music the whole time because we don't all come for that .,co pro:per mod v det:art adj n det:art adj n conj pro:sub mod adv v prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
243,well that's fine .,co pro:dem adj .,ENG ENG ENG,0
244,so then we made an agreement que from seven until ten o'clock the music's down low .,adv adv:tem pro:sub v det:art n L2 prep det:num prep det:num n det:art adj n n .,ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
245,then at ten we shoot up the music .,adv:tem prep det:num pro:sub v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
246,and then she starts dancing con las mujeres del club .,coord adv:tem pro:sub v part L2 L2 L2 L2 n .,ENG ENG ENG ENG ENG ESP ESP ESP ESP ENG,1
247,and there's about /.,coord pro:exist adv +/.,ENG ENG ENG,0
248,there's about six seven ...,pro:exist adv det:num det:num +...,ENG ENG ENG ENG,0
249,six or seven .,det:num coord det:num .,ENG ENG ENG,0
250,they're always there bailando .,pro:sub adv pro:exist L2 .,ENG ENG ENG ESP,1
251,and they're having a good time .,coord pro:sub part det:art adj n .,ENG ENG ENG ENG ENG ENG,0
252,we get that what to dance alone ?,pro:sub v pro:dem pro:int inf v adv ?,ENG ENG ENG ENG ENG ENG ENG,0
253,yeah .,co .,ENG,0
254,y después entonces he starts putting karaoke music .,L2 L2 L2 pro:sub v part n n .,ESP ESP ESP ENG ENG ENG ENG ENG,1
255,and a lot of the people there's a few of them that drink two or three beers and they get drunk or they get buzzed out .,coord det:art n prep det:art n pro:exist det:art qn prep pro:obj det:dem n det:num coord det:num n coord pro:sub v n coord pro:sub aux part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
256,"and you see everybody "".","coord pro:per v pro:indef +"".",ENG ENG ENG ENG,0
257,.,None,,0
258,singing to the songs you know .,part prep det:art n pro:per v .,ENG ENG ENG ENG ENG ENG,0
259,everybody singing .,pro:indef part .,ENG ENG,0
260,but we have a real good time .,conj pro:sub v det:art adj adj n .,ENG ENG ENG ENG ENG ENG ENG,0
261,we've had nights when we've left like at one one thirty in the morning .,pro:sub part n conj pro:sub adj co prep det:num det:num det:num prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
262,the other day we left about /.,det:art qn n pro:sub v adv +/.,ENG ENG ENG ENG ENG ENG,0
263,.,None,,0
264,yeah .,co .,ENG,0
265,it /.,pro:per +/.,ENG,0
266,the other day we left about twelve thirty .,det:art qn n pro:sub v prep det:num det:num .,ENG ENG ENG ENG ENG ENG ENG ENG,0
267,mira we just went to ...,L2 pro:sub adv v prep +...,ESP ENG ENG ENG ENG,1
268,no we left one day at twelve .,co pro:sub v det:num n prep det:num .,ENG ENG ENG ENG ENG ENG ENG,0
269,and then everybody wanted to go to Latin_America to drink coffee and pan cubano .,coord adv:tem pro:indef v inf v prep n:prop prep n n coord L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP,1
270,no that was when we did the valentine's party .,qn pro:dem cop conj pro:sub v det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
271,ah the day of the valentine's party everybody wanted to go and eat something .,co det:art n prep det:art adj n pro:indef v inf v coord v pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
272,la ...,det:art +...,ENG,0
273,la fiesta del the /.,L2 L2 L2 det:art +/.,ESP ESP ESP ENG,1
